2020-10-30 16:04:33.317 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.317 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:33.317 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:33.341 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.342 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.342 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:33.342 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:34.006 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:34.006 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:34.006 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:34.006 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:34.324 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
